Tweet,tweet_english,Sentiment
kalau udah turun drastis biasa a baru amatir takut kayak kasus pak jon jual bitcoin siapa menang si whaledengan gitu bisa beli bitcoinnya harga murah,"If you have dropped drastically, I will just be amateur, I'm afraid like the case of Pak Jon, selling Bitcoin who wins the Whaled with so can buy a Bitcoin at a cheap price",Negatif
fa fundamental analysis prediksi kualitatif event jadi dunia tim developer cryptocurrency dari kondisi psikologis orang fork buah blockchain cabang jadi entitas beda misal bitcoin bitcoin gold,FA Fundamental Analysis Qualitative Prediction Event to the World of Cryptocurrency Developer Team from Psychological Conditions of Blockchain Fruit Branch So a Different Entity For example Bitcoin Bitcoin Gold,Positif
whale alias bandar orang punya banyak cryptocurrency misal punya bitcoin margin trading trading dgn higher risk higer return basically mmpertaruhkan crypto kamu punya mndptkan ksmpatan untung lebih banyak sara ada unsur gambling,"Whale aka Bandar People have a lot of cryptocurrency, for example, have bitcoin margin trading trading with Higher Risk Higer Return Basically, we have a crypto.",Positif
hodl benar typo hold alias tahan pegang erat cryptomu despite kondisi pasar lambo lamborghini se harap klo sukses d crypto bsa beli lambo moon harga naik sgt tinggi kaya pas akhr bitcoin naik usd beberapa minggu,"Hodl is true Typo Hold, aka Holding tightly Cryptomu Despite Lambo Lambohini Market Conditions, hope that if you are successful in Crypto, you can buy Lambo Moon, the price rises to the high rich right when Bitcoin Akhr goes up USD for a few weeks",Positif
investing basically naro uang tunggu bbrapa wktu dgn harap prgerakan dinamika pasar mmbuat uang kita taro tambah contoh beli bitcoin awal januari harga juta diemin taun kemudian lalu jual pas akhir desember harga an juta untung juta,Investing basically Naro Waiting for some time with hope that the dynamics of market dynamics make money.,Positif
juta hasil main bitcoin tadi yaudah pakai uang juta tadi beli xycoin puas dia pikir kalau balik modal lebih x gua pinjem orang gapapa deh akhir tabung renovasi rumah nila juta tambah pinjem uang mertua juta,"millions of the results of the play bitcoin earlier using millions of money earlier bought xycoin satisfied he thought that if I return the more capital x I borrowed people, the end of the tube renovation tubes",Positif
pak jon baca altcoin beda suatu dia dapet info buah coin anggap aja nama xycoin instagram banyak sekali bilang coin bagus akan jadi bitcoin ikut bahkan ada kisah orang sosmed,"Pak Jon read Altcoin Different, a Coin Fruit Info Just Consider the name Xycoin Instagram a lot says good coin will be a bitcoin participating even there is a story of social media",Positif
leogemini prod me,Leogemini Prod Me,Negatif
jadi soal btc bearish stq timbang rasa udah telat udah naik jauh gamau fomo nih ttep weekend nnt baca dulu mau fa stq btw ni analisa,"So about BTC BEARISH STQ weighing the feeling of being late already up far, I have a fomo, this is a weekend, first, I want to FA STQ BTW NI ANALYSIS",Negatif
ginicryptocurrency mulai ad mulai ditradingkan sjak an bayangin org dri taun sgitu beli bitcoin misalny perlahan para miners sudah nambang dr dulu mrka psti puny bnyk bitcoin nah sebut whales kalo istilah crypto basically bandar lah,"ginicryptocurrency starts to start being traded when I imagine org from taun that buying bitcoin, for example, slowly the miners have been burning from the first time",Positif
klo mrka mau nurunin hargayaudah amin jual k iman dgn harga juta semua bitcoinny harga bitcoin d pasar turun dong kalo turun tinggal borong bitcoinnya dgn harga murah manipulasi sprti cukup umum d dunia cryptocurrencyjadi emang extra hati,"if you want to lower the price amen selling the faith at a million price of all bitcoinny prices of bitcoin in the market go down if you go down the Bitcoin with low prices, the manipulation is quite common in the world of cryptocurrency.",Positif
asosiasi sama sisi negatif nya internet banyak bilang bitcoin banyak pakai buat transaksi ilegal deepweb lalu banyak bilang haram tipu segala nya gimana dong ngejudge lebih baik do your own research putus sendiri,"associations with the negative side of the internet a lot says bitcoin uses a lot for illegal deepweb transactions and then many say haram tricks, how do you think it's better to do your own research broke up",Negatif
dua kuasa pasar dong cerita harga bitcoin waktu juta misal si amin beli bitcoin iman exchange harga juta lalu si iman beli dari amin bitcoin tadi harga juta,Two Power of Purchases Dong Story Bitcoin Price Time Million For example the Amin Buy Bitcoin Faith Exchange Price Million then the Faith bought from Amin Bitcoin earlier the price of million,Positif
kalau pribadi nih saya megang eth xlm sama xrp entah bitcoin rasa kurang nyaman aja klo pintas lihat unggul cmn jadi cryptocurrency pertama ada lagijd sy rasa lain lbh prospek,"If I personally, I hold the XLM Eth with XRP, I don't know, I feel uncomfortable, if you don't have a shortcut, see the first Cryptocurrency",Positif
analisis kena cryptocurrency maaf kalau banyak istilah susah silah tanya diskusi sengaja pakai bahasa inggris biar orang luar ngerti ngelike biar dapat uang steemit lol,Analysis of Cryptocurrency Sorry if there are many difficult terms.,Positif
misal bilang tiba ken beli batu harga x lipat ajax lipat bisa nah sama cryptocurrency skrg harga bitcoin misal terkolerasi sama energi modal yang pakai buat mining kalo analogi batu nyari batu sisa pulau,"For example, you say you can buy a stone price x Ajax Fold can be the same as cryptocurrency now the price of bitcoin for example is tolerated the same capital energy that uses for mining if the analogy of the stone is looking for the remaining stone stone",Positif
the fact sbg alat bayar crypto tu ilegal bayar sah indonesia cuma rupiah bagai alat investasi diperbolehkanwalaupun bu sri mulyani mewanti hati resiko memang tidak awas ojk berita,The fact as a means of paying crypto is illegal paying Indonesian legitimate only rupiah as an investment tool is allowed even though Mrs. Sri Mulyani is waiting for the heart of the risk that it is not aware of OJK News,Negatif
mmm tambah nih bahkan masjid nerima bitcoin buat zakat,Mmm added even the mosque is Bitcoin for zakat,Positif
lihat sesuatu bida improvisasi sistem blockchain bitcoin tapi intern biasa pandang belah mata beres intern bitcoin magazinemulailah bekerjasama sama orang bikin protocol cryptocurrency baru,see something Bida improvising the Blockchain Bitcoin system but the usual internal view of the eye is done internal Bitcoin Magazinemulalah collaborates with people to make new cryptocurrency protocols,Positif
luno cuma btc sama eth misal memang main d luno lebih prefer eth bitcoin mahal mulai banyak kompetitor lbh baik,"Luno is only BTC and ETH, for example, playing D Luno is more preferred ETH Bitcoin expensive, starting from many more competitors",Positif
batu bitcoin nya sistem catat uang blockchainnya lain bner data d mined tadi ada sama kriptografi matematika,The Bitcoin Stone is noted the Blockchain Money System Bner Data D Mined earlier there is the same mathematical cryptography,Positif
yup prediksi beberapa ahli crypto taun buat yang awam kalo benar wahana nyari uang naik kelas kelas bawah tengah jadi borjuis hahaha mining so far ckup untung mas ibarat beli gpu juta bsa dpt bitcoin dolar kan,"Yup Predictions Some Crypto Experts for Lay people if it is true that the vehicle is looking for money up to the middle class, so the bourgeoisie hahaha mining so far, fortunately, it's like buying a million GPU can get a Bitcoin Dollar, right?",Positif
levelup,levelup,Positif
while its true di awal sebut jadi harga bitcoin naik an usd usd lalu jatoh usd perlu dilihatada return to the mean arti gera harga ke asal,while its true at the beginning called the price of bitcoin rose an USD USD and then the USD falls in the meaning of the meaning,Positif
nah makanya bilang kurang ssuai dgn visi satoshi masih volatile ini jadi dulu bitcoin cuma dapet pizza skrg bitcoin an dolar sekian juta bakal terus kayak gin lets say tahun sudah settle,"So, so say it is not in accordance with the vision of Satoshi still volatile, so in the past bitcoin only got a pizza now bitcoin and a dollar will continue to be like gin lets say the year has been settle",Positif
bitcoin bangun digu an tuju wang teknologi blockchain aplikasi pelbagai bidang tnb salah satu company explore teknologi ni,"Bitcoin wakes up to the aim of the Blockchain Technology Application of various fields of TNB, one of the companies explore this technology",Positif
pertama kenal istilah cryptocurrency yuk bitcoin bitcoin cryptocurrency pertama besar sekarang altcoin semua cryptocurrency bitcoin masuk bitcoin gold bitcoin cash ethereum litecoin,"First, I got to know the term cryptocurrency, let's Bitcoin Bitcoin Cryptocurrency, the first big, now Altcoin all Cryptocurrency Bitcoin entered Bitcoin Gold Bitcoin Cash Ethereum Litecoin",Positif
jadi cerita tahun satoshi amoto buat protocol bitcoin sekarang tau siapa satoshi ada yang spekulasi adalah elon musk soal siapa yang pintar inovatif ada yang spekulasi,So the story of Satoshi Amoto for Bitcoin Protocol now knows who is Satoshi there is a speculation that is Elon Musk about who is smart innovative,Positif
toped emaz spreadnya gilee sama beli angka digital mending bitcoin,Tokopedia Gold Spread is the same as buying digital numbers mending Bitcoin,Positif
cryptocurrency thread pa bitcoin blockchain lanjut disclaimer ilmu di bidang masih rendah kalau salah silah koreksi open for discussions and questions,cryptocurrency thread pa bitcoin blockchain further disclaimer science in the field is still low if wrong correction open for discussions and questions,Positif
mau teknis banget bitcoin for dummies kalau buku agak jarang kalau mau follow beberapa page twitterig mau diskusi sama jg bsa cth twitter cth ig cryptolol cryptonary,"I want to be really technical Bitcoin for Dummies if the book is rather rare if you want to follow a few Twitterig pages, you want to discuss it with Twitter, IG Cryptolol Cryptonary",Positif
nah bitcoin teknologi nama blockchain saat harap ubah dunia sistem bayar bagaimana hasil lanjut thread part besok maaf sudah ngantuk,well bitcoin technology name blockchain when please change the world of paying the system how the results are further thread part tomorrow sorry you've been sleepy,Positif
timestamp tanggal block sebut bentuk data bitcoin misal rupa catat semua transaksi ada pernah laku contoh tanggal lalu ngirim ribu mas jon lalu tanggal lalu terima uang ribu bang jek,"TIMESTAMP DATE Block Call the form of Bitcoin data, for example, recorded all transactions",Positif
lalu orang milik cuma satu bitcointapi punya pecah up to per juta satu satoshi satoshi juta bitcoin ibarat si batu pulau tadi milik orang masing punya kan nah cerita lanjut nih,"Then the person belongs to only one bitcoin but has a break up to per million one Satoshi Satoshi million Bitcoin is like the island's stone that has each person, right, the story is further",Positif
mulai cryptocurrency jadi aset digital dagang misal tuker bitcoin sama litecoin lalu tahun a muda lahir nama vitalik buterin orang intern bitcoin magazine kalo salah punya basis programming,Starting Cryptocurrency into a Digital Trading Asset for example Bitcoin exchange and Litecoin then the young A year was born the name of Vitalik Buterin Internal Bitcoin Magazine if wrong has a programming base,Positif
catat harga bitcoin nya sekarang an dolar data per beberapa menit lalu saya trading lol nah pakai bitcoin ada pula jadi kapitalis tradinginvest bitcoin kan mulai masuk era aset baru,"Record the price of Bitcoin now a dollar data per minute then I trade lol now using Bitcoin there is also a Capitalist of Bitcoin Tradinginvest, right to enter the new asset era",Positif
